"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"80411","Warfield Fire and Rescue","101 Firehouse LN",,"Warfield","KY","41267",,,"PO Box 317","Warfield","KY","41267","606-395-5157",,"MARTIN                   ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","20","20","0","0","0",
"39178","Warsaw Fire Department","402 Main Cross",,"Warsaw","KY","41095","402 Main Cross",,"PO Box 706","Warsaw","KY","41095","859-567-2719","859-567-4719","GALLATIN                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","40","0","0","15",
"81416","Washington-Maysville Volunteer Fire Department","PO Box 137",,"Washington","KY","41096-0137",,,"PO Box 137","Washington","KY","41096-0137","606-564-9411","606-564-2543","MASON                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0","false"
"42801","Water Valley Volunteer Fire Department","230 Depot ST","PO Box 93","Water Valley","KY","42085",,,"PO Box 93","Water Valley","KY","42085-0093","270-355-9823",,"GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","5","false"
"13808","Watts-Caney Volunteer Fire Department, Inc.","11455 KY HWY 15 S","PO Box 68","Lost Creek","KY","41348",,,"PO Box 68","Lost Creek","KY","41348-0068","606-260-0275",,"BREATHITT                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","24","0","0","12","true"
"43198","Wax Fire & Rescue","13587 Peonia RD","PO Box 38","Clarkson","KY","42726-8499","13587 Peonia RD",,"PO Box 38","Clarkson","KY","42726-8499","270-242-7451","270-242-7451","GRAYSON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","25","0","0","0",
"69370","Waynesburg Area Volunteer Fire Department","16030 KY HWY 1247",,"Waynesburg","KY","40489-0128",,,"PO Box 128","Waynesburg","KY","40489-0128","606-379-6538",,"LINCOLN                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","0","true"
"64815","Webbville Volunteer Fire Department","Rt 1 box 1",,"Webbville","KY","41180",,"Rt 1 box 1","PO Box 101","Webbville","KY","41180","606-652-9437",,"LAWRENCE                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","6",
"61331","West Knox Volunteer Fire Department","90 Gloucester AVE",,"Corbin","KY","40701",,,"PO Box 1210","Corbin","KY","40702-1210","606-528-1700","888-447-7609","KNOX                     ","Volunteer","Local (includes career, combination, and volunteer)","https://www.westknoxfd.com/","2","0","38","0","0","2","false"
"73425","West McCracken Fire District","9340 Ogden Landing RD",,"West Paducah","KY","42086-9422","9340 Ogden Landing RD",,"","West Paducah","KY","42086-9422","270-488-3112","270-488-8021","MCCRACKEN                ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","26","0","0","8","false"
"74880","West McCreary Volunteer Fire Department","9121 Highway 1361",,"Stearns","KY","42647",,,"PO Box 472","Stearns","KY","42647-0472","606-376-9030","606-376-9030","MCCREARY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","15","0","0","3","true"
"47220","West Point Fire Department","509 Elm ST",,"West Point","KY","40177","509 Elm ST",,"","West Point","KY","40177-1327","502-922-4131","502-922-4262","HARDIN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","10","true"
"24119","West Side Volunteer Fire Department","115 Spain LN",,"Hopkinsville","KY","42240",,,"PO Box 810","Hopkinsville","KY","42241-0810","270-890-1300",,"CHRISTIAN                ","Volunteer","State government",,"1","0","15","0","0","5","true"
"58308","West Van Lear Volunteer Fire Department","817 RT 302",,"West Van Lear","KY","41268",,,"PO Box 33","Paintsville","KY","41240-0033","606-789-4204","606-789-4204","JOHNSON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0","false"
"B7879","Western Central Volunteer Fire Department","4593 Redbird RD",,"Williamsburg","KY","40769-9541","4394 Redbird RD",,"","Williamsburg","KY","40769-9541","606-549-8033",,"WHITLEY                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","2",
"A1908","Western Rockcastle Fire Department","3970 Willialla RD",,"Brodhead","KY","40409",,,"PO Box 352","Brodhead","KY","40409-0352","606-758-0229","606-758-0229","ROCKCASTLE               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","17","0","0","6",
"10043","Westwood Fire Department","2039 Main ST",,"Ashland","KY","41102",,,"PO Box 2111","Ashland","KY","41105-2111","606-324-3820",,"BOYD                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","46","0","0","10","false"
"B6695","Wheatcroft Volunteer Fire Department","32 N Main ST","PO Box 12","Wheatcroft","KY","42463",,,"PO Box 12","Wheatcroft","KY","42463-0012","270-664-6777","270-664-6777","WEBSTER                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","0","false"
"36168","Wheelwright Volunteer Fire Department","1555 kentucky rt 306",,"Wheelwright","KY","41669","1555 kentucky rt 306",,"PO Box 404","Wheelwright","KY","41669","606-452-4100","606-452-4203","FLOYD                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","0",
"B2579","Whispering Meadows Fire and Rescue","RD 6 Box 60",,"Morganfield","KY","42437",,,"PO Box 60","Morganfield","KY","42437-0060","000-000-0000",,"UNION                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","14","0","0","2","true"
"76677","White Hall Volunteer Fire Department","1289 Boonesborough RD",,"Richmond","KY","40475","1289 Boonesborough RD",,"","Richmond","KY","40475","859-200-1567",,"MADISON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","35","0","0","2",
"47221","White Mills Volunteer Fire Department","9225 Sonora Hardin Springs RD","PO Box 68","White Mills","KY","42788","9225 Sonora Hardin Springs RD","PO Box 68","","White Mills","KY","42788","270-369-9436",,"HARDIN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","0",
"88657","White Oak Volunteer Fire Department","1085 War creek RD",,"West  Liberty","KY","41472","1085 War creek RD",,"","West  Liberty","KY","41472","100-100-1000",,"MORGAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","13","0","0","0",
"54271","White Plains Volunteer Fire Department","211 N Bob Bruce DR","PO Box 399","White Plains","KY","42464","211 N Bob Bruce DR",,"PO Box 399","White Plains","KY","42464","270-676-3331","270-676-0662","HOPKINS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","3",
"30146","Whitesville Fire Department","10291 HWY 54",,"Whitesville","KY","42378",,,"PO Box 155","Whitesville","KY","42378-0155","270-233-4428",,"DAVIESS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0",
"74428","Whitley City Fire Department","N 27 LN","PO Box 485","Whitley City","KY","42653","N 27 LN",,"PO Box 485","Whitley City","KY","42653","606-376-2507","606-376-9156","MCCREARY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","30","0","0","7",
"04012","Wickliffe City Fire & Rescue Department","88 Mayolo DR",,"Wickliffe","KY","42087",,,"PO Box 175","Wickliffe","KY","42087-0175","270-335-3557",,"BALLARD                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0","true"
"04632","Wickliffe Rural Fire Department","N Third ST",,"Wickliffe","KY","42087",,,"PO Box 96","Wickliffe","KY","42087","270-335-3205","270-335-3205","BALLARD                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0",
"19092","Wilder Fire Department","1426 Gloria Terrell DR",,"Wilder","KY","41076-9107","1426 Gloria Terrell DR",,"","Wilder","KY","41076-9107","859-431-5884","859-431-7035","CAMPBELL                 ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.cityofwilder.com/index.php?option=com_content&view=article&id=22&Itemid=43","2","8","25","0","0","0","true"
"B7605","Williamsburg Fire/ Rescue Department","845 S Highway 25 W",,"Williamsburg","KY","40769",,,"PO Box 119","Williamsburg","KY","40769-0119","606-549-6037","606-549-6066","WHITLEY                  ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.williamsburgky.com/departments/fire_department/index.php","1","6","15","0","0","0","true"
"58711","Williamsport Fire Department","8065 KY HWY 40 E",,"Williamsport","KY","41271","310 KY HWY 1596",,"","Boons Camp","KY","41204","606-789-6078",,"JOHNSON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0",
"41188","Williamstown Volunteer Fire Department","404 N Main ST",,"Williamstown","KY","41097",,,"PO Box 271","Williamstown","KY","41097-0271","859-824-4959","859-824-4672","GRANT                    ","Mostly volunteer","Local (includes career, combination, and volunteer)","http://williamstownfire.org/","1","1","27","6","0","0","false"
"B4592","Willisburg Fire Department","2620 Lawrenceburg RD","PO Box 31","Willisburg","KY","40078",,,"PO Box 31","Willisburg","KY","40078-0031","859-375-4900",,"WASHINGTON               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","23","0","0","0","false"
"57305","Wilmore Fire Department","301 W Linden ST",,"Wilmore","KY","40390-1212","301 W Linden ST",,"","Wilmore","KY","40390-1212","859-858-3222","859-858-3595","JESSAMINE                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","19","0","0","false"
"25126","Winchester Fire Department","44 N Maple ST",,"Winchester","KY","40391-1955","44 N Maple ST",,"","Winchester","KY","40391-1955","859-744-1587","859-737-9085","CLARK                    ","Career","Local (includes career, combination, and volunteer)","https://www.winchesterky.com/","3","55","0","0","1","0","true"
"31651","Wingfield Volunteer Fire Department","4085 Wingfield Church RD",,"Bowling Green","KY","42101","1878 Wingfield Church RD",,"","Bowling Green","KY","42101","270-597-3996",,"EDMONSON                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","14","0","0","0",
"42884","Wingo Fire Department","26 Austin Dr",,"Wingo","KY","42088",,,"PO Box 87","Wingo","KY","42088","270-376-2299","270-376-2299","GRAVES                   ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"2","23","23","0","0","10",
"13918","Wolf Coal Volunteer Fire Department","16 State Highway 1933",,"Wolf Coal","KY","41339","10914 Highway 1110",,"","Wolf Coal","KY","41339-9000","606-398-4911",,"BREATHITT                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","8","false"
"B8609","Wolfe County Fire Department & Ambulance Service","589 E Main ST","PO Box 726","Campton","KY","41301","589 E Main ST","PO Box 726","","Campton","KY","41301","606-668-6825","606-668-6825","WOLFE                    ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","6","24","0","0","0",
"B7607","Woodbine Fire Rescue, Inc.","877 HWY 6",,"Woodbine","KY","40771",,,"PO Box 247","Woodbine","KY","40771","606-528-1199","606-523-9636","WHITLEY                  ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","48","0","0","15",
"B3583","Woodburn Volunteer Fire Department","900 Woodburn Allen Springs RD",,"Woodburn","KY","42170-9734","900 Woodburn Allen Springs RD",,"","Woodburn","KY","42170-9734","270-529-2301","270-745-5387","WARREN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","200","0","0","0",
"B9613","Woodford County Fire Protection District","60 Big Sink RD",,"Versailles","KY","40383",,,"PO Box 531","Versailles","KY","40383","859-873-5481",,"WOODFORD                 ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"5","3","50","0","0","0",
"19093","Woodlawn Volunteer Fire Department Inc.","1110 Waterworks RD","","Woodlawn","KY","41071","1110 Waterworks RD","","","Woodlawn","KY","41071","859-441-6661","859-441-6601","CAMPBELL                 ","Volunteer","Local (includes career, combination, and volunteer)","","1","0","15","0","0","5",
"00530","Woodstock Fire Department","2895 Charles Elgin RD",,"Eubank","KY","42567","2895 Charles Elgin RD",,"","Eubank","KY","42567-9568","606-379-6613","606-379-2804","PULASKI                  ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","25","0","0","10",
"66846","Wooton Volunteer Fire Department","6156 HWY 80",,"Wooton","KY","41776",,,"PO Box 1","Wooton","KY","41776","606-279-2400",,"LESLIE                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","4",
"45207","Worthington Fire Department","512 N FERRY AVE",,"Worthington","KY","41183",,,"PO Box 308","Worthington","KY","41183-0308","606-836-5766","606-833-2593","GREENUP                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","27","0","0","1","true"
"56299","Worthington Fire Protection District","9514 Featherbell BLVD",,"Prospect","KY","40059-7538","9514 Featherbell BLVD",,"","Prospect","KY","40059-7538","502-241-9366","502-241-0126","JEFFERSON                ","Mostly career","Local (includes career, combination, and volunteer)","https://www.worthingtonfire.com/","3","48","3","0","1","0","true"
"21102","Worthville Volunteer Fire Department","Highway 467, Building 446","PO Box 5","Worthville","KY","41098",,,"PO Box 5","Worthville","KY","41098-0005","502-732-9677",,"CARROLL                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","17","0","0","2",
"45208","Wurtland Fire Department","1218 Wurtland AVE",,"Wurtland","KY","41144","404 Chinn Branch RD",,"","Wurtland","KY","41144","606-836-8111","606-836-8111","GREENUP                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","40","0","0","0",
